customer_id,country,province,city,gender,marital_status,occupation_code,income,birth_date,onboard_date,occupation_title,is_small_business,industry_code,employee_count,sales,established_date,industry,label,account_age_days,account_lifetime,age,occupation,business_age,income_missing_flag,n_txn_abm,sum_amt_abm,mean_amt_abm,median_amt_abm,std_amt_abm,cv_amt_abm,has_abm,n_txn_card,sum_amt_card,mean_amt_card,median_amt_card,std_amt_card,cv_amt_card,has_card,n_txn_cheque,sum_amt_cheque,mean_amt_cheque,median_amt_cheque,std_amt_cheque,cv_amt_cheque,has_cheque,n_txn_eft,sum_amt_eft,mean_amt_eft,median_amt_eft,std_amt_eft,cv_amt_eft,has_eft,n_txn_emt,sum_amt_emt,mean_amt_emt,median_amt_emt,std_amt_emt,cv_amt_emt,has_emt,n_txn_wire,sum_amt_wire,mean_amt_wire,median_amt_wire,std_amt_wire,cv_amt_wire,has_wire,n_txn_wu,sum_amt_wu,mean_amt_wu,median_amt_wu,std_amt_wu,cv_amt_wu,has_wu,sum_amt_total,n_txn_total,num_channels_used,share_amt_abm,share_amt_card,share_amt_cheque,share_amt_eft,share_amt_emt,share_amt_wire,share_amt_wu,max_channel_share,transaction_frequency_7d,transaction_volume_7d,transaction_size_mean_7d,transaction_size_median_7d,transaction_size_variance_7d,transaction_round_amount_frequency_7d,transaction_same_amount_frequency_7d,transaction_frequency_90d,transaction_volume_90d,transaction_size_mean_90d,transaction_size_median_90d,transaction_size_variance_90d,transaction_round_amount_frequency_90d,transaction_same_amount_frequency_90d,transaction_unique_merchants,transaction_most_frequent_merchant,transaction_ecommerce_ratio,transaction_ecommerce_frequency_ratio,transaction_unique_countries,transaction_most_frequent_country,cross_border_ratio,max_transaction_frequency_7d,max_transaction_frequency_90d,days_since_last_transaction,incoming_volume_7d,incoming_volume_90d,count_txn_below_threshold_frequency,channel_credit_volume,channel_debit_volume,cash_ratio,wire_ratio,abm_cash_deposit_volume,abm_cash_withdrawal_volume,median_hold_time_funds,incoming_to_outgoing_time_mean,txn_to_sales_ratio,txn_volume_vs_income,txn_volume_vs_occupation_median
SYNID0101812231,CA,AB,EDMONTON,MALE,Single,OTHER,50421.0,3/2/1993,2/9/2015,other,0,,,,,,0.0,3644,3644,33.0,,0,0,6,2517.24,419.54,350.0,298.3171292,0.711057657,1,179,8956.0,50.03351955,21.9,90.11150516,1.801022714,1,2,1404.85,702.425,702.425,796.8598449,1.134441179,1,31,16669.55,537.7274194,180.03,731.4229837,1.360211433,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,29547.64,218,4,0.085192591,0.303103733,0.047545252,0.564158423,0.0,0.0,0.0,0.564158423,14,1968.37,140.5978571,38.525,78267.84657,0.071428571,0.0,214,29208.77,136.4895794,27.535,122028.9731,0.051401869,0.051401869,39,5814,0.102092372,0.153409091,3,CA,0.02484472,4,6,0,1105.8,12358.95,0.0,12358.95,16849.82,0.086180966,0.0,1000.0,1517.24,11.055,12.40135621,,0.579297713,0.672316032
SYNID0101826987,CA,,other,MALE,Unknown,STUDENT,10.0,8/31/2011,1/18/2012,student,0,,,,,,0.0,4762,4762,14.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,2209.32,552.33,551.015,425.8340731,0.770977628,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,2209.32,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2209.32,552.33,551.015,181334.6578,0.0,0.0,0,,0.0,0.0,0,,0.0,0,1,13,0.0,1833.06,0.0,1833.06,376.26,0.0,0.0,0.0,0.0,0.0,0.0,,220.932,157.8085714
SYNID0101837116,CA,ON,TORONTO,FEMALE,Married,131,70918.0,10/29/1986,8/14/2024,Administrative occupations,0,,,,,,0.0,170,170,39.0,Administrative occupations,0,0,4,500.0,125.0,100.0,50.0,0.4,1,53,2806.99,52.96207547,21.78,86.01166456,1.624023677,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,3306.99,57,2,0.151194893,0.848805107,0.0,0.0,0.0,0.0,0.0,0.848805107,6,335.33,55.88833333,18.805,5249.820217,0.166666667,0.0,56,3234.45,57.75803571,23.31,7477.869471,0.107142857,0.089285714,17,5814,0.135533654,0.192307692,1,CA,0.0,2,3,1,0.0,0.0,0.0,0.0,3234.45,0.154585787,0.0,0.0,500.0,0.0,0.0,,0.045608308,0.061980454
SYNID0101846216,CA,AB,EDMONTON,FEMALE,Single,OTHER,,8/24/1977,9/14/2000,other,0,,,,,,0.0,8905,8905,48.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,14,568.91,40.63642857,22.82,43.8551326,1.079207355,1,0,0.0,0.0,0.0,0.0,0.0,0,26,15350.12,590.3892308,177.86,1080.34087,1.829879025,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,15919.03,40,2,0.0,0.03573773,0.0,0.96426227,0.0,0.0,0.0,0.96426227,4,5353.64,1338.41,32.56,6873341.744,0.0,0.0,39,15893.56,407.5271795,93.25,837141.3166,0.0,0.0,9,5411,0.321544237,0.230769231,1,CA,0.0,2,3,0,5270.95,11849.13,0.0,11849.13,4044.43,0.0,0.0,0.0,0.0,27.13055556,73.54872222,,,0.365831741
SYNID0101847410,CA,,other,MALE,Single,OTHER,71188.0,6/2/1981,8/20/1992,other,0,,,,,,0.0,11852,11852,45.0,,0,0,1,277.89,277.89,277.89,0.0,0.0,1,108,6181.98,57.24055556,27.845,109.92016,1.920319586,1,2,238.14,119.07,119.07,132.0309782,1.108851753,1,1,3372.12,3372.12,3372.12,0.0,0.0,1,14,6497.1,464.0785714,150.58,845.9909299,1.822947626,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,16567.23,126,5,0.016773474,0.373145058,0.014374159,0.20354157,0.392165739,0.0,0.0,0.392165739,13,1756.6,135.1230769,21.44,56836.65141,0.076923077,0.0,124,16308.24,131.5180645,29.73,189211.1405,0.016129032,0.032258065,32,5814,0.216615732,0.121495327,2,CA,0.021505376,4,4,0,760.06,5761.93,0.0,5761.93,10546.31,0.017039852,0.0,277.89,0.0,15.86111111,13.2180303,,0.229086925,0.375376683
SYNID0101861070,CA,,other,,Widowed,RETIRED,40330.0,6/3/1936,8/4/1992,retired,0,,,,,,0.0,11868,11868,90.0,,0,0,2,467.06,233.53,233.53,179.5909803,0.76902745,1,31,2427.5,78.30645161,29.76,122.7792549,1.567932813,1,3,2047.95,682.65,882.25,517.1260817,0.757527403,1,3,3284.54,1094.846667,858.04,1143.913542,1.044816208,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,8227.05,39,4,0.056771261,0.295063237,0.248928838,0.399236664,0.0,0.0,0.0,0.399236664,4,2211.17,552.7925,542.255,237926.5694,0.0,0.0,38,8110.77,213.4413158,40.025,194188.5986,0.026315789,0.0,15,5814,0.051890344,0.2,2,CA,0.038461538,2,4,1,1928.27,4722.89,0.0,4722.89,3387.88,0.057585161,0.0,360.52,106.54,123.7861111,93.91268519,,0.201110092,0.279056253
SYNID0101861273,CA,SK,PRINCE ALBERT,,Single,OTHER,84251.0,9/6/1977,2/19/2010,other,0,,,,,,0.0,5460,5460,48.0,,0,0,3,245.95,81.98333333,100.0,31.20578205,0.380635683,1,132,8027.56,60.81484848,30.485,97.67243106,1.606062228,1,5,5582.14,1116.428,1074.23,780.0529761,0.698704239,1,7,2043.08,291.8685714,219.11,368.9172144,1.263984034,1,13,2578.22,198.3246154,103.61,282.2839546,1.423343008,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,18476.95,160,5,0.01331118,0.43446348,0.302113715,0.110574527,0.139537099,0.0,0.0,0.43446348,9,463.54,51.50444444,37.61,3150.830678,0.0,0.0,158,18397.06,116.4370886,37.475,71089.24542,0.037974684,0.063291139,34,5411,0.107740128,0.160305344,2,CA,0.009009009,3,7,0,45.95,5898.88,0.0,5898.88,12498.18,0.013368984,0.0,145.95,100.0,9.409722222,16.32933333,,0.218360138,0.423456324
SYNID0101861437,CA,,other,FEMALE,Married,RETIRED,,8/21/1963,8/6/2000,retired,0,,,,,,0.0,8944,8944,62.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,227.26,227.26,227.26,0.0,0.0,1,53,27251.75,514.1839623,240.53,595.0827493,1.157334326,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,27479.01,54,2,0.0,0.0,0.008270313,0.991729687,0.0,0.0,0.0,0.991729687,11,5068.81,460.8009091,204.85,370943.5192,0.0,0.0,52,25287.84,486.3046154,233.895,313973.3739,0.0,0.0,0,,0.0,0.0,0,,0.0,3,4,0,4711.05,20512.94,0.0,20512.94,4774.9,0.0,0.0,0.0,0.0,117.94875,120.0463333,,,0.870044383
SYNID0101868939,CA,NB,SAINT JOHN,FEMALE,Single,95109,55581.0,9/18/1993,8/16/2021,"Other labourers in processing, manufacturing and utilities",0,,,,,,0.0,1264,1264,32.0,"Other labourers in processing, manufacturing and utilities",0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,12,7752.53,646.0441667,661.645,493.8468794,0.764416591,1,17,5027.94,295.7611765,108.01,400.1191668,1.352845467,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,12780.47,29,2,0.0,0.0,0.0,0.606591933,0.393408067,0.0,0.0,0.606591933,3,891.43,297.1433333,256.42,45737.36663,0.0,0.0,28,12619.64,450.7014286,249.075,223194.3657,0.0,0.0,0,,0.0,0.0,0,,0.0,1,3,0,891.43,11256.24,0.0,11256.24,1363.4,0.0,0.0,0.0,0.0,82.62402778,101.401627,,0.227049531,0.25082265
SYNID0101871347,CA,MB,WINNIPEG,FEMALE,Unknown,OTHER,,11/21/1992,5/22/2021,other,0,,,,,,0.0,1350,1350,33.0,,0,1,1,172.05,172.05,172.05,0.0,0.0,1,26,1507.56,57.98307692,18.24,92.8903281,1.602024815,1,0,0.0,0.0,0.0,0.0,0.0,0,35,17770.0,507.7142857,228.57,548.029072,1.079404475,1,25,11443.42,457.7368,135.72,777.4430146,1.698449883,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,30893.03,87,4,0.005569217,0.048799357,0.0,0.575210654,0.370420771,0.0,0.0,0.575210654,11,4884.82,444.0745455,105.49,407834.7387,0.0,0.0,86,30685.85,356.8122093,111.535,333156.7067,0.011627907,0.023255814,13,5814,0.036137865,0.115384615,2,CA,0.090909091,3,4,0,4572.05,18028.37,0.0,18028.37,12657.48,0.005606819,0.0,0.0,172.05,27.07944444,36.78271044,,,0.706314881
SYNID0101892382,CA,MB,WINNIPEG,FEMALE,Unknown,RETIRED,,9/22/1951,3/12/1992,retired,0,,,,,,0.0,12013,12013,74.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,22,16543.03,751.9559091,501.095,915.6177016,1.217648123,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,16543.03,22,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,3861.02,772.204,740.67,81142.42328,0.0,0.0,22,16543.03,751.9559091,501.095,838355.7756,0.0,0.0,0,,0.0,0.0,0,,0.0,3,3,5,3225.57,14476.27,0.0,14476.27,2066.76,0.0,0.0,0.0,0.0,316.9875,317.7640278,,,0.569173576
SYNID0101896510,CA,ON,LONDON,FEMALE,Married,RETIRED,,,,retired,0,,,,,,0.0,0,0,,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,21,14294.19,680.6757143,278.41,909.1685292,1.335685276,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,14294.19,21,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,837.58,837.58,837.58,0.0,0.0,0.0,20,13664.54,683.227,256.405,869948.1308,0.0,0.0,0,,0.0,0.0,0,,0.0,1,2,5,837.58,13034.35,0.0,13034.35,630.19,0.0,0.0,0.0,0.0,496.9836111,503.687803,,,0.470137279
SYNID0101898987,CA,ON,SARNIA,FEMALE,,65201,33238.0,4/3/1964,1/29/2009,"Food counter attendants, kitchen helpers and related support occupations",0,,,,,,0.0,5846,5846,62.0,"Food counter attendants, kitchen helpers and related support occupations",0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,215.83,53.9575,53.485,46.63169192,0.864230031,1,3,2105.13,701.71,393.96,536.36761,0.764372191,1,3,1345.59,448.53,535.82,234.5131939,0.522848402,1,5,243.52,48.704,41.73,34.69166225,0.712295956,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,3910.07,15,4,0.0,0.0551985,0.538386781,0.344134504,0.062280215,0.0,0.0,0.538386781,2,668.61,334.305,334.305,171200.2612,0.0,0.0,14,3831.76,273.6971429,104.88,134313.1517,0.0,0.0,3,5251,0.0,0.0,1,CA,0.0,2,2,1,0.0,2387.7,0.0,2387.7,1444.06,0.0,0.0,0.0,0.0,272.4175,316.1133889,,0.115282508,0.094573995
SYNID0101904557,CA,ON,TORONTO,FEMALE,Single,64409,,12/31/1982,7/3/2017,Other customer and information services representatives,0,,,,,,0.0,2769,2769,43.0,Other customer and information services representatives,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,10,9570.85,957.085,135.505,1483.252557,1.54976053,1,9,4604.07,511.5633333,154.65,697.8001824,1.364054335,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,14174.92,19,2,0.0,0.0,0.0,0.67519605,0.32480395,0.0,0.0,0.67519605,1,4408.83,4408.83,4408.83,0.0,0.0,0.0,19,14174.92,746.0484211,144.88,1368664.321,0.0,0.0,0,,0.0,0.0,0,,0.0,1,2,5,4408.83,11405.59,0.0,11405.59,2769.33,0.0,0.0,0.0,0.0,112.2659722,102.2643519,,,0.368610584
SYNID0101922420,CA,BC,VICTORIA,,Married,OTHER,95018.0,2/10/1957,3/25/2015,other,0,,,,,,0.0,3600,3600,69.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,43.08,43.08,43.08,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,43.08,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,43.08,43.08,43.08,0.0,0.0,0.0,1,5814,0.0,0.0,1,CA,0.0,0,1,76,0.0,0.0,0.0,0.0,43.08,0.0,0.0,0.0,0.0,0.0,0.0,,0.000453388,0.000991599
SYNID0101951944,CA,AB,FORT MCMURRAY,MALE,Single,OTHER,60448.0,11/25/1974,5/9/2015,other,0,,,,,,0.0,3555,3555,51.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,7,357.1,51.01428571,32.43,48.69539535,0.954544294,1,0,0.0,0.0,0.0,0.0,0.0,0,17,8432.67,496.0394118,160.22,836.7544837,1.68687097,1,10,5082.33,508.233,191.265,684.3646471,1.346556888,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,13872.1,34,3,0.0,0.025742317,0.0,0.607887054,0.366370629,0.0,0.0,0.607887054,2,957.18,478.59,478.59,418338.045,0.0,0.0,31,12568.05,405.4209677,115.13,530594.2321,0.0,0.0,6,5411,0.042285074,0.142857143,1,CA,0.0,1,3,2,957.18,9847.66,0.0,9847.66,2720.39,0.0,0.0,0.0,0.0,84.20236111,91.80284722,,0.207915067,0.289286454
SYNID0101952209,CA,,other,MALE,Married,OTHER,100062.0,10/3/1982,4/14/2012,other,0,,,,,,0.0,4675,4675,43.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,82,4032.32,49.17463415,23.14,73.58108851,1.496322032,1,6,3906.01,651.0016667,481.59,634.6115166,0.974823183,1,3,2340.83,780.2766667,797.21,287.7139707,0.368733275,1,16,6520.71,407.544375,73.925,800.0168306,1.963017722,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,16799.87,107,4,0.0,0.240020905,0.232502394,0.139336197,0.388140503,0.0,0.0,0.388140503,11,506.26,46.02363636,20.68,3838.925905,0.0,0.0,104,16279.67,156.5352885,31.85,161739.1287,0.009615385,0.019230769,28,5411,0.244492539,0.160493827,4,CA,0.044776119,6,6,0,99.62,6502.34,0.0,6502.34,9777.33,0.0,0.0,0.0,0.0,18.98166667,21.48017857,,0.162695829,0.37471907
SYNID0101981653,CA,PE,CHARLOTTETOWN,MALE,Married,SELF_EMPLOYED,371929.0,4/30/1964,11/1/2004,self_employed,0,,,,,,0.0,7396,7396,62.0,,0,0,1,521.45,521.45,521.45,0.0,0.0,1,65,7772.42,119.5756923,26.62,254.7307777,2.130288965,1,7,4858.28,694.04,402.58,730.0210809,1.05184295,1,18,9764.61,542.4783333,111.25,902.3499472,1.663384308,1,6,2297.46,382.91,49.815,823.6920328,2.151137429,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,25214.22,97,5,0.02068079,0.308255421,0.192680162,0.387265995,0.091117631,0.0,0.0,0.387265995,7,1890.95,270.1357143,28.47,361655.7676,0.0,0.0,94,25034.04,266.3195745,42.98,308029.1525,0.031914894,0.031914894,28,5814,0.116355836,0.063492063,2,CA,0.018181818,2,4,1,1631.96,17099.61,0.0,17099.61,7934.43,0.020829638,0.0,0.0,521.45,28.8975,51.78340278,,0.067308653,0.473479408
SYNID0102032626,CA,ON,AJAX,,Married,OTHER,,8/24/1988,4/1/2008,other,0,,,,,,0.0,6149,6149,37.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,3,202.71,67.57,47.46,77.56546461,1.147927551,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,202.71,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,202.71,67.57,47.46,6016.4013,0.0,0.0,3,5411,0.0,0.0,1,CA,0.0,0,1,42,0.0,0.0,0.0,0.0,202.71,0.0,0.0,0.0,0.0,0.0,0.0,,,0.004665899
SYNID0102039096,CA,ON,AJAX,,Single,63101,69039.0,12/23/1984,5/3/2002,Real estate agents and salespersons,0,,,,,,0.0,8309,8309,41.0,Real estate agents and salespersons,0,0,1,200.0,200.0,200.0,0.0,0.0,1,3,237.3,79.1,80.14,24.83633628,0.313986552,1,0,0.0,0.0,0.0,0.0,0.0,0,60,29408.63,490.1438333,231.145,524.9261025,1.070963392,1,25,9132.22,365.2888,160.07,493.5084386,1.351008951,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,38978.15,89,4,0.00513108,0.006088026,0.0,0.754490144,0.23429075,0.0,0.0,0.754490144,8,4846.07,605.75875,401.97,469522.7671,0.0,0.0,87,37636.28,432.6009195,200.0,261540.9402,0.011494253,0.0,3,0,0.0,0.0,1,CA,0.0,3,4,0,2241.03,21764.28,0.0,21764.28,15872.0,0.005314021,0.0,0.0,200.0,36.17083333,45.06815586,,0.545145208,0.699819264
SYNID0102041322,CA,QC,LAVAL,FEMALE,Unknown,11102,,4/26/1999,,Financial advisors,0,,,,,,0.0,0,0,27.0,Financial advisors,0,1,4,2026.09,506.5225,500.0,514.593858,1.015934846,1,30,1320.42,44.014,26.025,48.60482874,1.104303829,1,1,170.54,170.54,170.54,0.0,0.0,1,13,8126.78,625.1369231,162.16,1140.16401,1.82386285,1,3,285.79,95.26333333,63.28,104.5507744,1.097492296,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,11929.62,51,5,0.169836927,0.110684163,0.01429551,0.681227063,0.023956337,0.0,0.0,0.681227063,6,175.44,29.24,10.76,1831.97588,0.0,0.0,51,11929.62,233.9141176,53.23,398300.2076,0.058823529,0.0,17,5411,0.091236122,0.166666667,1,CA,0.0,4,4,0,158.52,7900.04,0.0,7900.04,4029.58,0.169836927,0.0,926.09,1100.0,27.07069444,42.91827778,,,0.278267827
SYNID0102047276,CA,,other,MALE,,SELF_EMPLOYED,82741.0,8/14/1972,9/2/2013,self_employed,0,,,,,,0.0,4169,4169,53.0,,0,0,1,100.0,100.0,100.0,0.0,0.0,1,101,8404.83,83.21613861,29.21,176.7361655,2.123820793,1,2,1768.17,884.085,884.085,625.6692932,0.707702645,1,19,8636.31,454.5426316,181.53,683.6645723,1.5040714,1,1,1085.28,1085.28,1085.28,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,19994.59,124,5,0.005001353,0.420355206,0.088432421,0.431932338,0.054278682,0.0,0.0,0.431932338,7,1367.13,195.3042857,52.01,110942.7413,0.142857143,0.0,120,19789.1,164.9091667,41.38,134625.4894,0.041666667,0.05,28,5411,0.120210862,0.204081633,3,CA,0.036585366,2,7,0,1240.82,11470.81,0.0,11470.81,8318.29,0.005053287,0.0,0.0,100.0,45.36305556,50.81888889,,0.239169215,0.374279635
SYNID0102051274,CA,,other,MALE,Married,OTHER,68287.0,8/9/1963,4/21/1992,other,0,,,,,,0.0,11973,11973,62.0,,0,0,4,1699.95,424.9875,151.475,583.1952794,1.372264548,1,179,11539.63,64.4672067,23.76,168.5920083,2.615159194,1,2,1553.91,776.955,776.955,365.6378455,0.470603633,1,49,40787.66,832.4012245,262.66,1363.793694,1.638385016,1,1,41.95,41.95,41.95,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,55623.1,235,5,0.030561943,0.207461109,0.027936415,0.73328635,0.000754183,0.0,0.0,0.73328635,19,9522.47,501.1826316,64.88,1374373.094,0.052631579,0.0,227,54701.99,240.9779295,35.76,524987.2206,0.030837004,0.04845815,34,5814,0.071033773,0.154285714,4,CA,0.040268456,6,6,0,5533.26,30818.69,0.0,30818.69,23883.3,0.031076566,0.0,1297.0,402.95,4.328055556,6.74359127,,0.801060085,1.259108988
SYNID0102053582,CA,,other,FEMALE,Married,RETIRED,,2/24/1940,11/29/1992,retired,0,,,,,,0.0,11751,11751,86.0,,0,1,17,8191.77,481.8688235,151.62,1147.693654,2.381755362,1,6,249.55,41.59166667,23.455,57.05845614,1.371872317,1,0,0.0,0.0,0.0,0.0,0.0,0,56,39086.28,697.9692857,267.835,892.8806627,1.279254949,1,5,818.19,163.638,96.21,233.0620475,1.424253825,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,48345.79,84,4,0.169441227,0.005161773,0.0,0.808473292,0.016923707,0.0,0.0,0.808473292,5,3981.99,796.398,629.09,621124.5842,0.2,0.0,80,47769.49,597.118625,207.865,858791.5675,0.1125,0.0625,3,5814,0.252254057,0.333333333,1,CA,0.0,2,5,0,3481.99,36204.84,0.0,36204.84,11564.65,0.161855821,0.0,4900.0,2831.77,33.1225,49.24635057,,,1.643539997
SYNID0102056629,CA,ON,MISSISSAUGA,,Single,STUDENT,,7/16/2005,6/26/2016,student,0,,,,,,0.0,3141,3141,21.0,,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2,89.51,44.755,44.755,22.90318864,0.51174592,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,11,2626.13,238.7390909,102.81,392.7924299,1.645279072,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,2715.64,13,2,0.0,0.032960923,0.0,0.0,0.967039077,0.0,0.0,0.967039077,1,106.32,106.32,106.32,0.0,0.0,0.0,13,2715.64,208.8953846,62.02,133922.0611,0.0,0.0,2,5411,0.0,0.0,1,CA,0.0,1,2,5,0.0,898.32,0.0,898.32,1817.32,0.0,0.0,0.0,0.0,89.45263889,154.4476389,,,193.9742857
SYNID0102070689,CA,,other,MALE,Married,RETIRED,26039.0,2/20/1942,1/5/1985,retired,0,,,,,,0.0,14636,14636,84.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,616.41,616.41,616.41,0.0,0.0,1,23,10778.75,468.6413043,303.83,475.0020171,1.013572668,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,11395.16,24,2,0.0,0.0,0.054094019,0.945905981,0.0,0.0,0.0,0.945905981,3,2200.15,733.3833333,727.23,167137.6617,0.0,0.0,23,11369.27,494.316087,327.67,217019.8888,0.0,0.0,0,,0.0,0.0,0,,0.0,1,2,0,1872.48,7995.8,0.0,7995.8,3373.47,0.0,0.0,0.0,0.0,121.3897222,144.0462121,,0.436624678,0.391167039
SYNID0102091268,CA,ON,SCARBOROUGH,MALE,Single,73300,74845.0,4/12/1996,11/11/2019,Transport truck drivers,0,,,,,,0.0,1908,1908,30.0,Transport truck drivers,0,0,2,114.26,57.13,57.13,10.0833427,0.176498209,1,94,7820.02,83.19170213,26.225,164.6521924,1.97919009,1,7,4762.55,680.3642857,251.3,1055.744994,1.551734882,1,16,11508.49,719.280625,280.715,1084.55092,1.50782724,1,7,1667.09,238.1557143,108.38,307.0442591,1.289258416,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,25872.41,126,5,0.004416287,0.30225325,0.184078329,0.444817085,0.064435049,0.0,0.0,0.444817085,7,3046.39,435.1985714,189.03,362237.2494,0.0,0.0,126,25872.41,205.3365873,45.205,277424.2566,0.023809524,0.023809524,28,5411,0.034290194,0.127659574,5,CA,0.05952381,2,6,0,1426.62,15623.22,0.0,15623.22,10249.19,0.004416287,0.0,0.0,114.26,12.145,14.63048246,,0.345679872,0.548952589
